binary_labels,text
1,"#TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A"
2,"From watching the #GOPDebates it seems to me like #BlackLivesDontMatter  Bashing PBO over his ""failed policies"" is more impo…"
0,From today to the time the next president has one year in office #22aDay will empty that arena. #GOPDebates #IAVA
2,"Oh, Ted Cruz is still talking. I think I needed more ice cream #GOPdebates"
0,Voices in my head question. #WordFromGodQuestion #GOPDebates
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
2,"#gopdebates questions r worded like personal attacks, including half truths. They stated cops were targeting blacks. That's…"
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
1,It is just me or can anyone else not wait for SNL this weekend for the debate coverage? #GOPdebates #GOPdebate
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
2,"Really, that's the closing question? WHY?!?! #GOPDebates"
2,"No one cares about your daddy issues, Cruz #GOPDebates"
2,Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
0,"How many of these guys now wish they would have been in the 5 o'clock debate, instead of this one? #AllButOne #GOPdebates"
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
2,#GOPDebates and there goes the 1st amendment.
0,"So when my imaginary friend in the sky rang me up yesterday...
#GOPDebates #Derpbate #FoxNews #FoxDebate"
2,"You guys, separation of church and state is also in the constitution.#GOPDebates"
2,"Why the fluff is this a legitimate question? Like, First Amendment or separation of church &amp; state? #GOPDebates"
2,YALL BETTER NOT LIE ABOUT GOD. S/he didn't talk to all of yall. #GOPDebates
2,"Thanks @FoxTV for holding the #GOPDebates Now millions of people KNOW you're no better or balanced then MSN, ABC, CBS... #…"
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
2,"Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…"
2,The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
2,Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
2,THIS FUCKING QUESTION. THEYRE ASKING THIS TO POTENTIAL PRESIDENTIAL NOMINEES. HOLY SHIT #GOPDebates
2,The creepy blond commentator just promised us that #god is coming to the #GOPdebates after the break. http://t.co/E6T5ZG8xwp
0,Now we're asking them if they talk to God?  #GOPDebates
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
2,Hopefully we'll find out where God stands on the taxing-pimps issue. #GOPDebates
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
1,"I'm imagining Trump giving a State of the Union, and yeah ok maybe I'd vote for him #GOPDebates"
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
2,Is Megan Kelly asking a troll question? #GOPdebates
2,"@ScottWalker Russia &amp; China know more about Hillary Clinton's emails than our own Congress! Boom!
#RedNationRaising #GOPDebates"
0,A trailer about that terrible movie No Escape airing during these #GOPDebates feels very apt.
2,Hopefully we'll find out where God stands on the taxing-pimps issue. #GOPDebates
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
1,Classy. #GOPDebates  https://t.co/pZpyl1rdU6
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
2,"Dear friends, it may seem like this is fun to me but I'm really mad about how Republicans treat people who can't afford to live. #GopDebates"
2,Kasich had a strong start to the debate but lack of questions led him to fade into the background. #GOPDebates
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
0,U.S. military spending vs other nations via @washingtonpost http://t.co/vBPXF8hqRF #GOPDebates http://t.co/StS4TNx3Kw
2,Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
0,Hopefully we'll find out where God stands on the taxing-pimps issue. #GOPDebates
0,They've all seen the burning bush? #GOPDebates
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
2,Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
2,"I can barely stay awake watching this thing, but I don't want to miss the Rose Ceremony. #GOPdebates http://t.co/XHsJ9d4Q…"
2,@jamiaw @realDonaldTrump #GOPDebates see previous tweet
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
0,One word for #GOPDebates #bingo!
0,Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
0,#Lottabody and end wraps. #ChrisChristie #GOPDebates
0,GOD and dinosaurs. #GOPDebates #foxnewsdebate
2,Hopefully we'll find out where God stands on the taxing-pimps issue. #GOPDebates
2,Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
2,Chris Christie: I want an unbelievably sized military. To intimidate people. Not at all because I haven't seen my penis in …
2,"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
2,This might be the biggest problem with our budget maybe kind of (does not include VA benefits) #GOPDebates http://t.co/PiJKAW96i1
0,"I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
1,"Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…"
2,Fox loves Bush! Ugh! Give me Cruz!! #GOPDebates #GOPDebate #TedCruz
0,What Roxy Girl thinks of the #GOPDebates... @ Kaua'i https://t.co/tLCi4GEZOF
0,"@ScottWalker Russia &amp; China know more about Hillary Clinton's emails than our own Congress! Boom!
#RedNationRaising #GOPDebates"
1,@ChrisChristie You are making me even more proud of New Jersey!#GOPDEBATES
0,Where are the alumni from top foreign affairs programs and military schools? We need you. Help us! Please. #GOPdebates
0,Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
2,It is just me or can anyone else not wait for SNL this weekend for the debate coverage? #GOPdebates #GOPdebate
2,"Thanks @FoxTV for holding the #GOPDebates Now millions of people KNOW you're no better or balanced then MSN, ABC, CBS... #…"
0,"@ScottWalker Russia &amp; China know more about Hillary Clinton's emails than our own Congress! Boom!
#RedNationRaising #GOPDebates"
2,"""Stay tuned for closing statements, final thoughts, and God."" And then I turned off the TV, I'm good. #GOPDebates"
2,The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
1,"#TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A"
2,The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
2,Hopefully we'll find out where God stands on the taxing-pimps issue. #GOPDebates
2,Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
2,"@ScottWalker Russia &amp; China know more about Hillary Clinton's emails than our own Congress! Boom!
#RedNationRaising #GOPDebates"
0,Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
0,Obama caused that drought not the GOP @BHowl_  http://t.co/OkpZQkQhKJ #GOPDebates #pjnet
1,"#TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A"
1,"I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
2,"I can barely stay awake watching this thing, but I don't want to miss the Rose Ceremony. #GOPdebates http://t.co/XHsJ9d4Q…"
2,Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
2,"#GOPDebates

OH God ... How shall we Fucker Up the Bible tonight?

http://t.co/UzpmKFOSyQ

.@rudepundit .@JohnFugelsang #UniteBIue #p2 #TCOT"
2,I want an unbelievably sized military. To intimidate people. Not at all because I haven't seen my penis in years #GOPdebates
2,#gopdebates must be one of the last political forums in developed nations where #god is invoked so frequently. #backasswards
2,"""Stay tuned for closing statements, final thoughts, and God."" And then I turned off the TV, I'm good. #GOPDebates"
2,Oh @RealBenCarson you are brilliant &amp; I love you but please drink a few Red Bulls before the next debate. #GOPdebates 🇺🇸
0,Trump has Cam hands. #GOPDebates
2,Ok now #foxnews not allowing @tedcruz to rebut!!  So not happy right now #GOPDebates
2,"""I'll stop illegal immigration by closing all the bridges."" -C crispie #GOPDebates"
0,#GOPDebate #GOPDebates No talk about the govt control via gun control?
2,"Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…"
2,"I guess they'll say the winner is Trump, because you know Trump is like the card games where something trumps another.  #GOPDebates"
0,".@skynews keeps calling Trump ""Billionaire Reality TV Star"", and it's incredible. #GOPDebates"
2,"""We've been lied to, we need a strong leader who will tell the truth."" -@ChrisChristie #GOPdebates 🇺🇸"
2,Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
2,"From watching the #GOPDebates it seems to me like #BlackLivesDontMatter  Bashing PBO over his ""failed policies"" is more important to them"
0,Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
0,"@ScottWalker Russia &amp; China know more about Hillary Clinton's emails than our own Congress! Boom!
#RedNationRaising #GOPDebates"
0,"And eleven years later, Reagan rose from the dead at the #GOPDebates. #StaytunedforGod"
0,Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
2,"Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…"
2,@FoxNews shutting @SenTedCruz out of debate. Has not spoken In 30 minutes. Has to beg them for a chance to say anything !   #GOPDebates
2,"""Remember, whatever you do, don't say that you agree with Dr. Carson....Ah Fuck!!!""-Christie's debate coach. #GOPDebates"
2,Phew. Looks like no democrats are gonna vote republican #GOPdebates
2,Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
2,The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
2,"Why put commercials in the #GOPDebates? Don't they have little time already to NOT answer questions directly? 

#BNRDebates"
2,"""Stay tuned for closing statements, final thoughts, and God."" And then I turned off the TV, I'm good. #GOPDebates"
2,Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
0,"*""Jesus Walks"" starts playing*

""Buh gawd!!! That's God's entry music!!!"" #GOPDebates"
2,Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
2,The creepy blond commentator just promised us that #god is coming to the #GOPdebates after the break. http://t.co/E6T5ZG8xwp
1,Huckabee plays bass right? He must play a Steinberger. I just know it. #gopdebates
2,When you don't wanna be in politics but you wanna see the shit show that predicates an election you watch #GOPDebates.
2,@GovMikeHuckabee You have no clue as to the kind of hard work &amp; commitment EVERY member of the military makes. @DeptofDefense #gopdebates
2,So…what are the foreign news services going to use for their segments tonight/tomorrow? #GOPDebates #Embarrassing
2,Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
2,@keithalink Isn't it fun?! I'm wondering who's going to be kicked off the island? These guys are hilarious! #GOPDebates #StuporBowl
2,Hopefully we'll find out where God stands on the taxing-pimps issue. #GOPDebates
2,@jamiaw @realDonaldTrump #GOPDebates what's so funny about God and why the patronizing tone? Is it because media wants to demonize GOD?
2,Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
2,Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
2,Hopefully we'll find out where God stands on the taxing-pimps issue. #GOPDebates
0,"According to @megynkelly, the Good Lord himself will be making an appearance after the break. #primetime #GOPDebates"
2,"-Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates"
2,Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
0,Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
2,The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
2,"Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
0,Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
2,The run around is this debate is astonishing. #GOPDebates why is @FoxNews doing this?
2,"Thanks @FoxTV for holding the #GOPDebates Now millions of people KNOW you're no better or balanced then MSN, ABC, CBS... #…"
2,Had enough...going to bed #GOPDebates http://t.co/7DO3VJ9XcI
2,Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
0,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
2,I'm just waiting for them all to accidentally eat each other #GOPDebates
1,That makes sense Ron Paul. #GOPDebates #GOPDebate stop giving money to enemies.
2,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
1,Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
2,"So now the Fox moderators are going to bring ""God"" into the next debate segment? Please....spare me....spare us.  #GOPDebates"
2,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
0,Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
0,Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
2,Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
2,".@AnnTBush @OnlyTruthReign
Cancel primaries. Fox Party set up/anointed their man Jeb Bush
#GOPDebates #CantTrustABush http://t.co/bgzYsySfSU"
0,Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
0,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
2,Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
2,"Next time we get Werner Herzog to host the GOP Debates. You know, so its less awkward. #GOPDebates"
2,"""Stay tuned for closing statements, final thoughts, and God."" And then I turned off the TV, I'm good. #GOPDebates"
2,#GOPDebates they won't let #TedCruz speak!
2,This guy... #GoAway #GOPDebates https://t.co/Ifrw11Tfwo
2,Finally a question for Cruz. Iranian deal terrible Russia cyber attack. Reagan made Iran release prisoners #GOPDebates
2,I honestly miss Mitt Romney now. All these buffoons are out of their minds. #GOPDebates
2,Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
2,"""Stay tuned for closing statements, final thoughts, and God."" And then I turned off the TV, I'm good. #GOPDebates"
2,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
0,"#GOPDebates Paul: ""I want to collect more records from terrorists and fewer from Americans."""
2,These #GOPDebates are a joke and the whole world is laughing at them rn
2,The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
1,I want what Rand Paul is having #GOPDebates
0,Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
2,Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
2,Just began recording final #DailyShow on another TV.  A retrospective was already in progress!  Darn you #GopDebates #GOPDebacle #minnows
2,Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
0,Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
2,"@ScottWalker Russia &amp; China know more about Hillary Clinton's emails than our own Congress! Boom!
#RedNationRaising #GOPDebates"
2,Are they going to let Chris Wallace Speak or let the sychophant continue to look at herself in the camera before asking a q? #GOPDebates
1,#FOXNEWS  #GOPDebates  @BenCarson OWNS this Debate when it comes to SMART
2,#True Number of #Walker16 aides convicted of felonies higher than number of WI Voter Impersonation cases in past 30 yrs #wiun…
1,"Perfect,sweet to the point no time hogging. Go Rand! #GOPdebates"
2,Chris Christie - You want to increase our military troops?  While the GOP in Congress vote AGAINST veterans...  #GOPDebates
2,"So, was Huckabee trying to say the military decreased, because troops didn't want to serve alongside gay people? #GOPDebates"
2,One question on one of the most important and urgent movements in the US today &amp; for long time. One question. #GOPDebates…
2,Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
2,"""Way to not answer the question""

-my dad at the TV all night #GOPdebates"
2,Hurry #GOPDebates! Watching #BigBrother in 13 minutes!
2,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
2,Pataki is Pro-Choice and for me he is disqualified as a GOP candidate. #GOPDebates
2,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
2,I can't handle 15 more of these #GOPDebates.
2,Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
2,"Wait, is God coming to the #GOPDebates ?"
1,"Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates"
2,#GOPDebates Megyn Kelly and Chris Wallace SUCK!
2,"Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…"
2,Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
2,"""Stay tuned for closing statements, final thoughts, and God."" And then I turned off the TV, I'm good. #GOPDebates"
2,Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
2,"@ScottWalker Russia &amp; China know more about Hillary Clinton's emails than our own Congress! Boom!
#RedNationRaising #GOPDebates"
0,Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
2,Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
0,"Shhhh, God is about to talk #GOPDebates"
0,Let #Trans people fight in the military they've been fighting for recognition&amp;equal rights for decades! They'll be great at it. #GOPDebates
2,Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
2,I'm just waiting for them all to accidentally eat each other #GOPDebates
2,Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
2,"""The military is not a social experiment. The military is designed to kill people and break things."" Lol. #GOPDEBATES #huckabee"
1,Ben Carson's got the best hair on that whole stage #GOPDebates
0,#GOPDebates they won't let #TedCruz speak!
2,Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
0,BREAKING: Mike Huckabee NOT for transgender rights #BigSuprise #GOPDebates
0,God is going to be in Fox News for his first appearance......ever. #GOPDebates
0,"Wait, #God is making an appearance at the #GOPDebates?"
2,"Dear Donald Trump, sniff a couple times, your head is in your ass #GopDebates"
2,@BretBaier is by far the best moderator tonight. Hands down. #GOPDebate @FoxNews #GOPDebates Nice job Bret!
1,The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
2,"you're playing as Yoshi but you're made out of yarn, the whole world is made out of yarn #GOPDebates"
2,#GOPDebates brought to you by… STRAIGHT OUTTA COMPTON.
1,😂😂😂😂 Drink!!! #Trump #GOPDebates  https://t.co/Az9GUGMCGU
2,"Total Theatre on Fox news tonight, no basis in fact at all... it's all garbage. #GopDebates"
2,THIS ISNT A DEBATE!!!! This is a Q and A #GOPDebates
2,LOL Cruz wasn't allowed to jump in on that comment Christie made.  #GOPDebates
0,Can we declare bankruptcy to China? #Trump #GOPdebates
2,WHOEVER IS THE MOST RACIST AND MISOGYNISTIC FOR TWO HOURS WINS! #GOPDebates
2,Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
2,"""The purpose of the military is to kill people and break things.."" My soul is aching... My God! #GOPDebates"
2,Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
2,Did they... did they just say God would be there after the break? #GOPDebates
2,Could you make God anymore awkward @megynkelly ?!? #GOPDebates
2,"I would expect this farce from the BOTTOM-tier, butttttttttttt.......... #GOPDebates"
2,We looooooove violence and the military and intimidating people #GOPDebates
2,Do we really need to make the largest military power in the world bigger? #GOPDebates #warmongers
2,"These people specialize in superlatives and hyperbole. Makes for good TV, but bad politics. #GOPDebates"
2,"Man, these guys really LOVE vomiting out numbers. #GOPDebates"
2,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
0,I forgot Ted Cruz was there #GOPDebates
2,Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
2,What kinda dream land is Chris Christine in #GOPDebates
2,"We already have the two largest armies in the world, Chris. That's not how this works #GOPDebates"
2,Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
2,WHOEVER IS THE MOST RACIST AND MISOGYNISTIC FOR TWO HOURS WINS! #GOPDebates
2,"Zero veterans among these ""how fast can I go to war"" candidates. Easy putting other people's kids in harm's way #gopdebates"
1,Oh @RealBenCarson you are brilliant &amp; I love you but please drink a few Red Bulls before the next debate. #GOPdebates 🇺🇸
2,The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
0,The Military industrial complex is alive and well. #GOPDebates
2,@AminESPN Ben Carson is proof that even if you're a neurosurgeon who looks like Marvin Gaye..you get 0 face time in the #GOPDebates
2,Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
2,Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
2,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
2,Do we really need to make the largest military power in the world bigger? #GOPDebates #warmongers
2,Yes he did @BernardGoldberg #GOPDebates. Not even a nice try lib!
2,We looooooove Israel so much. #hypocrite #GOPDebates
2,Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
2,Asking about abortion - where are the women? Asking about the military - where are the veterans? #GOPDebates
2,The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
0,The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
2,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
1,@YoungPros4Rubio @RickCanton  RUBIO awesome response on pro life #GOPDebates #Rubio2016
2,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
1,"#TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A"
2,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
2,Yeah they are ignoring him. #Carson #GOPDebates  https://t.co/DSU6T7E1wN
2,#Huckabee attacks #trans #medical care at #GOPDebates.
0,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
2,Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
2,Anyone think we'll get questions on #climatechange?  #gopdebates
2,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
0,#GOPDebates brought to you by… STRAIGHT OUTTA COMPTON.
2,Don't tell Mile Huckabee about military integration or Ted Cruz about Iran Contra or any of these guys about history in general #GOPDebates
0,"Shout out out to @BretBaier's tanning salon, the real winner of this debate.  #GOPDebates"
2,"Huckabee wtf...
#GOPDebates 
Lol
Thanks @BeesKnees_pdx"
2,Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
2,Where did Rand Paul even come from?  What a yahoo. #GOPDebates
2,"Iran, Immigration, military. Hate and War. Same old shit. #GOPDebates #RepublicanDebate"
1,@loudobbsnews #dobbs #GOPdebates I LIKE @GovMikeHuckabee
2,Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
2,The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
2,This group #gopdebates are idiots. Don't think Dems have to worry about losing the White House.
2,@EODChick @GovMikeHuckabee I thought I had seen it all. #GOPDebates
2,Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
2,Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
2,Truly the greatest show on earth. #GOPClownCar #GOPDebates
2,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
2,So trans soldiers can die for you Huckabee but you can't foot the bill to make them fulfilled as human beings? Really? #GO…
0,Twitter is the transcript of all of us talking to our TV sets… #gopdebates https://t.co/px9hHatLd8
0,"Mush? Bayonets? What is this, Walker? A Revolutionary War site or #GOPDebates"
2,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
2,"In 15 mins, we'll go from 8 blowhards who talked a lot, but didn't say much, to 1 guy whose work spoke volumes. @TheDailyShow #GOPDebates"
2,"CDM @RWSurferGirl  9m9 minutes ago
Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates"
2,Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
2,Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
1,Ben Carson doesn't talk trash. Mature speaker of truth. Maturity and strength on display at #GOPDebates #FOXNEWSDEBATE #W…
1,Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
2,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
2,"""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
2,Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
0,"Say, ""Bibi."" C'mon. You know you want to. #GOPDebates"
2,I can't wait to not remember all these bros names. #GOP #GOPDebate #GOP2016 #ClownCar #GOPDebates
2,Absurd statement by Huckabee #GOPDebates  https://t.co/H41d93xlgN
2,Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
2,I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸
2,"No @RandPaul everyone has said they are ""the only one on this stage"" literally everyone has said that already #GOPDebates"
2,Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
2,Trump has Cam hands. #GOPDebates
2,"Ben Carson is saying military didnt hv capability to strike Assad. Goodbye, dude. Youre nuts. #gopdebates #FoxDebate"
0,Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
